FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;6
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;5
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;8
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;8
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;6
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;8
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;9
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;4
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;5
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;8
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;4
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;9
FirstFit;Insercao;Livres Ordenados;9
FirstFit;Insercao;Livres Ocupados;8
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;5
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;10
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;3
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;3
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;5
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;5
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;5
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;4
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;5
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;8
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;8
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;8
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;1
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;10
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;5
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;9
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;3
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;8
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;10
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;5
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;4
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;1
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;5
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;5
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;3
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;10
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;3
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;4
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;3
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;7
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
FirstFit;Insercao;Livres Ordenados;1
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;4
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;3
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;4
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;4
FirstFit;Insercao;Livres;2
FirstFit;Insercao;Livres Ordenados;2
FirstFit;Insercao;Livres Ocupados;6
FirstFit;Insercao;Livres;4
FirstFit;Insercao;Livres Ordenados;4
FirstFit;Insercao;Livres Ocupados;2
FirstFit;Insercao;Livres;1
